player_id,player,position,team,targets_pg,carries_pg,receptions_pg,opportunities_pg,redzone_opportunity_pg,receiving_tds_pg,rushing_tds_pg,td_rate,receiving_yards_pg,rushing_yards_pg,target_share,season_targets,season_carries,season_tds,games,last_week,injury_status,opponent,role_score,opportunity_score,red_zone_score,efficiency_score,opponent_td_allowed,matchup_score,team_td_environment,team_environment_score,td_score,td_estimate,actual_td,week
00-0036427,Tyler Johnson,WR,NYJ,2.8270042194092824,0.0,1.7721518987341773,2.8270042194092824,0.6268836648583486,0.09403254972875227,0.0,0.03326226012793178,21.952380952380953,0.0,0.09141797043361634,47.0,0.0,1.0,14,18,Active,DAL,72.04545454545455,71.3903743315508,75.66844919786097,75.12755102040816,38,93.75,48,56.25,72.76390783586162,14.497941595469356,0,5
00-0040705,Chimere Dike,WR,TEN,2.357142857142857,1.5,1.2857142857142858,3.857142857142857,1.6428571428571428,0.0,0.0,0.0,0.35714285714285715,2.642857142857143,0.07388994307400379,10.0,6.0,0.0,4,4,Active,ARI,73.72994652406418,77.00534759358288,96.79144385026738,64.79591836734694,25,6.25,36,9.375,72.65274746262142,14.351686304391897,0,5
00-0040648,Tory Horton,WR,SEA,2.7142857142857144,0.0,1.6428571428571428,2.7142857142857144,0.2857142857142857,0.5,0.0,0.18421052631578946,19.571428571428573,0.0,0.11547619047619048,10.0,0.0,2.0,4,4,Active,TB,73.22192513368985,70.32085561497327,64.57219251336899,97.83163265306123,35,71.875,48,56.25,72.59177534650225,14.27146442018367,1,5
00-0039424,Devaughn Vele,WR,NO,2.7040816326530615,0.0,1.7295918367346939,2.7040816326530615,1.0108418367346939,0.3737244897959183,0.0,0.1382075471698113,21.060586734693878,0.0,0.08174991762798248,60.0,0.0,4.0,16,19,Active,NYG,69.86631016042782,70.05347593582889,86.36363636363636,96.68367346938776,28,25.0,43,28.125,72.31954600021828,13.913288380287197,0,5
00-0039386,Bub Means,WR,NO,3.6428571428571437,0.0,2.285714285714286,3.6428571428571437,0.32142857142857145,0.2142857142857143,0.0,0.0588235294117647,33.07142857142858,0.0,0.0970936957779063,15.0,0.0,1.0,4,8,Active,NYG,75.9090909090909,76.47058823529412,66.17647058823529,85.45918367346938,28,25.0,43,28.125,72.20528211284514,13.762949751329106,0,5
00-0036244,Colby Parkinson,TE,LA,1.8424744897959187,0.0,1.485969387755102,1.8424744897959187,0.5226403061224489,0.10778061224489799,0.0,0.05849775008653514,7.669642857142858,0.0,0.0608942651420133,57.0,0.0,2.0,20,20,Active,SF,71.80851063829788,71.80851063829788,74.46808510638297,85.20408163265306,30,34.375,52,65.625,72.17759444203213,13.726520687302276,0,5
00-0038551,Kendre Miller,RB,NO,0.9627079747561675,6.920826161790019,0.7911646586345382,7.883534136546186,1.2335054503729204,0.0,0.2317842799770511,0.029401062513645295,4.294893861158922,28.831325301204824,0.027645733514543226,11.0,67.0,2.0,10,17,Active,NYG,70.36036036036036,74.77477477477478,70.72072072072072,73.34183673469387,24,75.0,43,28.125,72.1639432800147,13.70855965841935,0,5
00-0033307,Kendrick Bourne,WR,SF,3.804701627486438,0.06268836648583484,2.642555756479807,3.8673899939722727,0.0705244122965642,0.04701627486437614,0.0,0.0121571072319202,29.422543701024715,0.3761301989150091,0.11456751119662015,51.0,1.0,1.0,15,18,Active,LA,77.72727272727272,77.54010695187165,56.14973262032086,66.83673469387756,35,71.875,48,56.25,72.07580759576558,13.592598279571574,0,5
00-0036887,Luke Farrell,TE,SF,1.7769740807715493,0.0,1.3731163351416518,1.7769740807715493,0.34960819770946355,0.16877637130801687,0.0,0.09497964721845317,9.329716696805304,0.0,0.05283207673886411,23.0,0.0,1.0,15,18,Active,LA,69.46808510638297,70.2127659574468,65.95744680851064,92.85714285714286,35,71.875,48,56.25,72.06876899696049,13.583337494572298,0,5
00-0033555,Mack Hollins,WR,NE,2.477337923121056,0.0,1.862306368330465,2.477337923121056,0.5714285714285715,0.4033275960986805,0.0,0.16280685502547476,19.125071715433165,0.0,0.08666257015707192,67.0,0.0,8.0,24,21,Active,BUF,69.29144385026737,68.44919786096256,74.33155080213903,97.5765306122449,38,93.75,40,15.625,71.95834470151696,13.438050671567321,0,5
00-0040198,Ollie Gordon II,RB,MIA,0.7142857142857143,5.214285714285714,0.35714285714285715,5.928571428571429,2.607142857142857,0.0,0.2857142857142857,0.048192771084337345,0.9285714285714286,16.714285714285715,0.025590437788018432,3.0,18.0,1.0,4,4,Active,CAR,65.4954954954955,68.01801801801803,86.03603603603604,82.39795918367348,29,93.75,43,28.125,71.84349145063433,13.286936608620316,0,5
00-0033589,David Moore,WR,CAR,2.3315250150693196,0.2591922845087402,1.3285111512959613,2.59071729957806,0.7326702833031947,0.21940928270042195,0.0,0.08469055374592832,15.121157323688971,2.1699819168173597,0.07503976957291472,58.0,2.0,3.0,18,18,Active,MIA,68.9572192513369,69.5187165775401,80.4812834224599,90.56122448979592,29,31.25,48,56.25,71.72750463821892,13.13433110257089,0,5
00-0037004,Hunter Long,TE,JAX,1.6992163954189272,0.0,1.3188667872212176,1.6992163954189272,0.6871609403254973,0.3375527426160338,0.0,0.19865200425682866,9.734177215189874,0.0,0.05506396121893552,18.0,0.0,2.0,15,19,Active,KC,68.80319148936171,68.61702127659575,80.85106382978722,98.5969387755102,32,46.875,41,21.875,71.48781480677377,12.81896776719806,0,5
00-0039373,Audric Estimé,RB,NO,0.5047619047619049,7.171428571428573,0.5047619047619049,7.676190476190477,1.2666666666666668,0.0,0.2666666666666667,0.034739454094292806,3.0761904761904764,26.14285714285715,0.015908218125960064,5.0,76.0,2.0,13,18,Active,NYG,65.72072072072072,72.97297297297297,71.62162162162163,76.14795918367348,24,75.0,43,28.125,71.48369415333701,12.81354616460484,0,5
00-0037252,Greg Dulcich,TE,MIA,2.428571428571429,0.0,0.9285714285714287,2.428571428571429,0.2142857142857143,0.0,0.0,0.0,5.142857142857143,0.0,0.07358070500927645,12.0,0.0,0.0,4,15,Active,CAR,75.69148936170214,76.06382978723404,60.63829787234043,64.79591836734694,39,100.0,43,28.125,71.4793204515849,12.807791622728129,0,5
00-0039814,Erick All,TE,CIN,2.5051020408163263,0.0,2.224489795918367,2.5051020408163263,0.2653061224489796,0.0,0.0,0.0,19.061224489795915,0.0,0.07934690665674934,22.0,0.0,0.0,8,9,Active,DET,77.47340425531914,77.6595744680851,62.76595744680851,64.79591836734694,27,15.625,61,78.125,71.4394268345636,12.755303020904401,0,5
00-0036422,Adam Trautman,TE,DEN,1.7355134825014347,0.0,1.317269076305221,1.7355134825014347,0.3281698221457259,0.2088353413654619,0.0,0.12033057851239669,9.888123924268504,0.0,0.05114663124019726,30.0,0.0,3.0,18,19,Active,PHI,68.03191489361703,69.14893617021278,64.8936170212766,95.1530612244898,33,53.125,55,71.875,71.4018128528007,12.705813767756354,0,5
00-0034407,Ray-Ray McCloud,WR,NYG,4.073436603557086,0.23866896156052786,2.1669535283993118,4.312105565117614,0.4102122776821573,0.0,0.0,0.0,26.893287435456113,1.6483075157773954,0.12518346596084284,101.0,10.0,1.0,21,18,Active,NO,79.93315508021391,80.21390374331551,68.44919786096256,64.79591836734694,28,25.0,35,6.25,71.39539452144494,12.697369077501133,0,5
00-0036182,Nick Westbrook-Ikhine,WR,MIA,2.826735513482502,0.0,1.6001147446930581,2.826735513482502,0.28341939185312687,0.15662650602409642,0.0,0.055408970976253295,16.082616179001725,0.0,0.09293973317000913,66.0,0.0,9.0,18,18,Active,CAR,72.05882352941177,71.12299465240642,63.903743315508024,84.6938775510204,39,100.0,43,28.125,71.31167466986795,12.58721767278341,0,5
00-0039738,Blake Corum,RB,LA,1.0872059667240392,5.395869191049915,0.683304647160069,6.483075157773954,1.0183591508892715,0.0,0.14916810097532993,0.023008849557522124,2.9466437177280556,24.38209982788296,0.031065076633062867,13.0,81.0,1.0,19,18,Active,SF,69.27927927927928,71.17117117117117,67.56756756756756,70.66326530612244,26,87.5,52,65.625,71.03194521051664,12.21917362697975,0,5
00-0034975,Justice Hill,RB,BAL,3.628800917957545,2.7682157200229494,2.9868043602983363,6.397016637980494,0.7205966724039014,0.30636833046471607,0.21686746987951808,0.08179372197309417,23.663798049340222,22.400458978772235,0.1386752245676928,72.0,67.0,7.0,21,20,Active,HOU,79.86486486486487,70.72072072072072,59.909909909909906,90.17857142857143,16,28.125,84,93.75,70.95407014157016,12.116712286265878,0,5
00-0037475,Stone Smartt,TE,NYJ,2.4087301587301586,0.0,2.075396825396825,2.4087301587301586,0.1349206349206349,0.0,0.0,0.0,26.265873015873016,0.0,0.07705286627005203,19.0,0.0,0.0,9,17,Active,DAL,75.37234042553192,75.0,55.319148936170215,64.79591836734694,38,93.75,48,56.25,70.91815023881894,12.069451957074634,0,5
00-0038783,Nate Adkins,TE,DEN,1.6204081632653062,0.0,1.416326530612245,1.6204081632653062,0.3714285714285715,0.22108843537414968,0.0,0.1364399664147775,10.712925170068026,0.0,0.046035850683495194,18.0,0.0,3.0,16,18,Active,PHI,65.69148936170212,67.5531914893617,67.5531914893617,96.30102040816327,33,53.125,55,71.875,70.88615392965697,12.0273539560201,0,5
00-0035249,Josh Oliver,TE,MIN,1.509342977697408,0.0,1.007233273056058,1.509342977697408,0.5846895720313443,0.16877637130801687,0.0,0.11182108626198083,10.597950572634119,0.0,0.04815581873733583,32.0,0.0,4.0,16,19,Active,CLE,64.70744680851064,64.8936170212766,78.19148936170212,94.26020408163265,34,62.5,54,68.75,70.63148610508034,11.69228386111285,1,5
00-0039794,Braelon Allen,RB,NYJ,1.134251290877797,4.604130808950086,0.8508318990246703,5.738382099827883,2.1428571428571432,0.0,0.1376936316695353,0.02399520095980804,6.422834193918531,18.715433161216293,0.033961984709335015,30.0,110.0,4.0,21,18,Active,DAL,67.27477477477478,67.11711711711712,82.43243243243244,70.79081632653062,31,100.0,48,56.25,70.61947278911565,11.676477769679302,0,5
00-0038555,Tank Bigsby,RB,PHI,0.5093429776974081,6.370705244122966,0.2899336949969861,6.880048221820374,1.3125376732971672,0.0,0.23508137432188067,0.03416856492027335,1.1832429174201327,20.444243520192888,0.016502108391129474,12.0,173.0,7.0,19,18,Active,DEN,65.31531531531533,71.62162162162163,72.07207207207207,75.51020408163265,13,12.5,81,90.625,70.58547067475641,11.63174070207236,0,5
00-0040782,Isaiah Bond,WR,CLE,4.071428571428571,0.21428571428571427,2.0,4.285714285714286,0.21428571428571427,0.0,0.0,0.0,27.285714285714285,1.9285714285714286,0.11673804776899674,14.0,1.0,0.0,4,4,Active,MIN,79.57219251336898,79.94652406417111,62.165775401069524,64.79591836734694,29,31.25,33,3.125,70.46691858561606,11.475760024789126,0,5
00-0040719,Bhayshul Tuten,RB,JAX,1.0714285714285714,5.285714285714286,0.7857142857142857,6.357142857142857,1.25,0.21428571428571427,0.2857142857142857,0.07865168539325842,9.714285714285714,21.571428571428573,0.029876520569716975,4.0,21.0,2.0,4,4,Active,KC,68.22072072072072,70.27027027027027,71.17117117117117,89.54081632653062,21,56.25,41,21.875,70.40494576208862,11.394221495548022,0,5
00-0036328,Antonio Gibson,RB,NE,1.1967871485943777,6.643144004589788,0.7756741250717157,7.839931153184166,1.2099827882960417,0.0,0.2243258749282846,0.028613245517746067,4.803212851405624,30.121055651176135,0.042306823745944286,31.0,139.0,2.0,21,18,Active,BUF,72.61261261261261,73.87387387387388,69.81981981981981,72.70408163265306,22,62.5,40,15.625,70.36932340503769,11.347352651485304,0,5
00-0038611,Chris Rodriguez Jr.,RB,WAS,0.10563564875491482,6.204980340760157,0.10563564875491482,6.310615989515072,2.2562254259501966,0.0,0.18060288335517694,0.028618899273104882,1.2676277850589779,32.415727391874185,0.003018161392997566,1.0,53.0,2.0,9,18,Active,LAC,59.729729729729726,69.81981981981981,83.78378378378379,72.83163265306123,11,6.25,74,87.5,70.33072485751057,11.296567991096056,0,5
00-0039617,Jacob Kibodi,RB,CLE,3.0,5.0,1.0,8.0,2.0,0.0,0.0,0.0,15.0,24.0,0.09090909090909091,3.0,5.0,0.0,1,18,Active,MIN,79.77477477477477,75.67567567567568,80.4054054054054,64.79591836734694,16,28.125,33,3.125,70.11941533370106,11.01854503191239,0,5
00-0033943,Josh Reynolds,WR,NYJ,2.568239795918368,0.0,1.1613520408163265,2.568239795918368,0.3357780612244899,0.08290816326530612,0.0,0.03228209585299229,15.16964285714286,0.0,0.08959340171443655,29.0,0.0,1.0,10,18,Active,DAL,70.18716577540107,69.25133689839572,66.84491978609626,74.74489795918367,38,93.75,48,56.25,70.08849448870458,10.977862034424174,0,5
00-0040581,Dont'e Thornton Jr.,WR,LV,3.2857142857142856,0.0,1.0714285714285714,3.2857142857142856,0.35714285714285715,0.0,0.0,0.0,19.0,0.0,0.1152919001756211,14.0,0.0,0.0,4,4,Active,IND,76.25668449197862,75.1336898395722,67.37967914438502,64.79591836734694,35,71.875,37,12.5,70.06852286369094,10.9515850820848,0,5
00-0039757,Terrell Jennings,RB,NE,0.7142857142857143,7.142857142857143,0.0,7.857142857142858,1.3571428571428572,0.0,0.0,0.0,0.0,18.000000000000004,0.02551020408163265,1.0,13.0,0.0,2,18,Active,BUF,69.43693693693695,74.32432432432432,72.52252252252252,64.79591836734694,22,62.5,40,15.625,70.01243335171907,10.87778730990466,0,5
00-0039890,Adonai Mitchell,WR,NYJ,2.8066551921973613,0.059667240390131965,1.3511187607573152,2.866322432587493,0.27969018932874357,0.0,0.0,0.0,26.903040734366037,-0.5966724039013197,0.09456273602929192,67.0,4.0,0.0,21,18,Active,DAL,72.59358288770053,71.65775401069519,63.50267379679144,64.79591836734694,38,93.75,48,56.25,69.89138382625778,10.718520719976308,0,5
00-0033925,D'Onta Foreman,RB,CLE,0.819047619047619,7.152380952380953,0.5523809523809524,7.9714285714285715,1.9523809523809526,0.0,0.0,0.0,4.933333333333334,23.61904761904762,0.02598590681791606,8.0,71.0,0.0,10,18,Active,MIN,70.33783783783782,75.22522522522522,79.27927927927928,64.79591836734694,16,28.125,33,3.125,69.6689648832506,10.425880939248284,0,5
00-0033009,Tyler Boyd,WR,TEN,3.7333333333333334,0.0761904761904762,2.4571428571428573,3.8095238095238098,0.6428571428571429,0.0,0.0,0.0,25.714285714285715,0.2285714285714286,0.11690261784635649,57.0,1.0,0.0,15,17,Active,ARI,77.58021390374333,76.7379679144385,76.47058823529412,64.79591836734694,25,6.25,36,9.375,69.63403088508132,10.379917778799847,0,5
00-0037257,David Bell,WR,CLE,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,27.0,0.0,0.09090909090909091,3.0,0.0,0.0,1,2,Active,MIN,73.34224598930481,73.52941176470588,85.8288770053476,64.79591836734694,29,31.25,33,3.125,69.6086298155626,10.346497228761642,0,5
00-0031941,Jamison Crowder,WR,WAS,2.1887755102040813,0.0,1.3928571428571426,2.1887755102040813,0.42346938775510196,0.2040816326530612,0.0,0.09324009324009325,11.959183673469385,0.0,0.06212943998218391,18.0,0.0,2.0,8,21,Active,LAC,65.45454545454545,66.57754010695187,69.5187165775401,92.47448979591837,28,25.0,74,87.5,69.52970506384372,10.242654805428668,0,5
00-0039074,Davis Allen,TE,LA,1.5031554790590935,0.0,1.0074584050487665,1.5031554790590935,0.674698795180723,0.3689041881812967,0.0,0.24541984732824434,6.530694205393002,0.0,0.04471308421141367,20.0,0.0,3.0,12,19,Active,SF,62.712765957446805,63.829787234042556,79.7872340425532,98.85204081632652,30,34.375,52,65.625,69.51033977420755,10.217175617207365,0,5
00-0033357,Taysom Hill,TE,NO,4.540816326530612,4.989795918367347,3.418367346938775,9.53061224489796,1.941326530612245,0.0,0.8265306122448979,0.08672376873661669,28.158163265306115,37.765306122448976,0.15694014447884416,31.0,39.0,6.0,8,13,Questionable,NYG,95.93085106382978,99.46808510638297,99.46808510638297,91.07142857142857,28,25.0,43,28.125,69.40805471124621,10.082597698653942,0,5
00-0034830,Hayden Hurst,TE,LAC,1.6734693877551021,0.0,1.0204081632653061,1.6734693877551021,0.6122448979591837,0.0,0.0,0.0,8.510204081632653,0.0,0.07258567664582702,13.0,0.0,0.0,7,16,Active,WAS,70.31914893617021,68.08510638297872,79.25531914893617,64.79591836734694,36,81.25,50,59.375,69.39953321754234,10.071385847652138,0,5
00-0035535,Darius Slayton,WR,NYG,2.9977051061388416,0.06712564543889846,1.8525530694205394,3.06483075157774,0.6176133103843948,0.07458405048766495,0.0,0.024335454885810553,28.01032702237522,0.4027538726333908,0.10501747675781775,83.0,2.0,2.0,20,18,Active,NO,74.79946524064171,74.33155080213903,75.1336898395722,71.04591836734694,28,25.0,35,6.25,69.32019398668558,9.966998088196314,0,5
00-0035140,Mecole Hardman,WR,BUF,1.3714285714285717,0.561904761904762,1.161904761904762,1.9333333333333336,0.9142857142857144,0.0,0.08571428571428573,0.04433497536945813,8.342857142857143,6.371428571428572,0.04086351960138895,14.0,5.0,1.0,12,13,Active,NE,60.60160427807486,62.56684491978609,83.15508021390374,80.48469387755102,34,62.5,88,100.0,69.27317063188912,9.905128788528394,0,5
00-0032394,Nick Vannett,TE,LA,1.5047619047619047,0.0,1.2285714285714286,1.5047619047619047,0.5428571428571429,0.20952380952380953,0.0,0.13924050632911392,11.190476190476192,0.0,0.04901092020269274,20.0,0.0,3.0,12,18,Active,SF,64.54787234042553,64.36170212765957,75.53191489361703,96.81122448979592,30,34.375,52,65.625,68.99503365175858,9.539179990385211,0,5
00-0038640,Jalen Brooks,WR,ARI,2.419047619047619,0.0,1.0095238095238097,2.419047619047619,0.5047619047619047,0.13333333333333333,0.0,0.05511811023622048,14.742857142857142,0.0,0.06621442434977359,30.0,0.0,1.0,12,17,Active,TEN,67.07219251336898,67.9144385026738,72.19251336898395,84.56632653061224,33,53.125,46,40.625,68.99495934737531,9.539082227046663,0,5
00-0033375,Tim Patrick,WR,JAX,2.151898734177215,0.0,1.2899336949969862,2.151898734177215,0.8149487643158531,0.17239300783604586,0.0,0.08011204481792719,12.377335744424354,0.0,0.05496348943426603,51.0,0.0,3.0,19,20,Active,KC,64.43850267379679,66.31016042780749,81.28342245989305,89.79591836734694,32,46.875,41,21.875,68.904752810215,9.420396197440024,0,5
00-0038618,Xavier Hutchinson,WR,HOU,2.7578886976477337,0.1376936316695353,2.08605851979346,2.895582329317269,0.18273092369477914,0.0,0.0,0.0,23.34308663224326,0.6884681583476765,0.09709026163534037,44.0,1.0,0.0,20,20,Active,BAL,72.86096256684492,71.92513368983957,59.893048128342244,64.79591836734694,38,93.75,44,34.375,68.68483302411875,9.131044593161949,1,5
00-0036906,Khalil Herbert,RB,NYJ,1.3714285714285714,4.228571428571429,1.2285714285714286,5.6,1.4761904761904763,0.0,0.05714285714285715,0.010204081632653062,3.028571428571429,16.114285714285714,0.030863872343679634,11.0,36.0,1.0,11,18,Active,DAL,66.19369369369369,66.66666666666666,74.32432432432432,65.81632653061224,31,100.0,48,56.25,68.54486118771833,8.946881648412255,0,5
00-0037267,Jerome Ford,RB,CLE,2.862306368330465,4.921399885255307,2.4813539873780845,7.783706253585772,1.487664945496271,0.0,0.14170969592656343,0.01820594088597332,12.15203671830178,24.52036718301779,0.07995317513522668,56.0,117.0,3.0,18,17,Active,MIN,77.04954954954955,73.42342342342343,75.22522522522522,69.26020408163265,16,28.125,33,3.125,68.510583287369,8.901781725238358,0,5
00-0032464,Kalif Raymond,WR,DET,1.951807228915663,0.19391853126792888,1.4142283419391855,2.1457257601835917,0.34021801491681014,0.0,0.0,0.0,13.354561101549054,0.8055077452667817,0.06597198864603433,34.0,3.0,2.0,17,20,Active,CIN,65.7620320855615,66.0427807486631,67.11229946524064,64.79591836734694,38,93.75,88,100.0,68.49699879951982,8.883908420511071,0,5
00-0037805,Jeremy Ruckert,TE,NYJ,1.4858348402652202,0.0,1.0861965039180228,1.4858348402652202,0.2531645569620253,0.16877637130801687,0.0,0.11359026369168355,10.21398432790838,0.0,0.05405803260550342,32.0,0.0,1.0,17,18,Active,DAL,65.15957446808511,63.297872340425535,61.702127659574465,94.38775510204081,38,93.75,48,56.25,68.05232305688233,8.298842193412323,0,5
00-0040164,Jaylin Lane,WR,WAS,2.7857142857142856,0.0,1.3571428571428572,2.7857142857142856,0.2857142857142857,0.0,0.0,0.0,7.857142857142857,0.0,0.10766967706622879,11.0,0.0,0.0,4,4,Active,LAC,72.72727272727272,70.85561497326202,64.57219251336899,64.79591836734694,28,25.0,74,87.5,68.01972607224707,8.255953875056498,0,5
00-0034386,Justin Watson,WR,HOU,1.5937500000000002,0.0,0.913265306122449,1.5937500000000002,0.8635204081632655,0.14094387755102042,0.0,0.08843537414965986,11.920280612244898,0.0,0.060520151329804435,36.0,0.0,2.0,19,22,Active,BAL,61.17647058823529,60.42780748663101,82.62032085561498,91.45408163265306,38,93.75,44,34.375,67.85895039834115,8.19010311267364,0,5
00-0031549,Nelson Agholor,WR,BAL,1.695238095238095,0.0,0.7904761904761906,1.695238095238095,0.21904761904761905,0.17142857142857143,0.0,0.10112359550561799,15.114285714285716,0.0,0.06235495035592052,31.0,0.0,2.0,15,20,Active,HOU,62.165775401069524,61.229946524064175,62.834224598930476,93.49489795918367,36,81.25,84,93.75,67.75059341918586,8.159453567141144,0,5
00-0036414,Cam Akers,RB,SEA,0.9204081632653063,5.344897959183673,0.6102040816326532,6.26530612244898,1.0081632653061225,0.15918367346938778,0.08843537414965985,0.03952225841476656,3.0068027210884356,27.507482993197275,0.027791238767650835,19.0,114.0,5.0,18,19,Active,TB,66.71171171171171,68.91891891891892,67.11711711711712,77.93367346938776,16,28.125,48,56.25,67.70007124471411,8.145163009219134,0,5
00-0031235,Odell Beckham Jr.,WR,MIA,2.265306122448979,0.0,1.1479591836734693,2.265306122448979,0.6403061224489794,0.0,0.0,0.0,6.897959183673469,0.0,0.06723294648363341,18.0,0.0,0.0,8,14,Active,CAR,66.47058823529412,66.84491978609626,76.20320855614973,64.79591836734694,39,100.0,43,28.125,67.66611644657864,8.135558652032245,0,5
00-0037614,John Metchie III,WR,NYJ,2.458978772231785,0.0,1.742971887550201,2.458978772231785,0.27969018932874357,0.0,0.0,0.0,14.0447504302926,0.0,0.0873602062808659,51.0,0.0,1.0,16,20,Active,DAL,69.30481283422459,68.18181818181817,63.50267379679144,64.79591836734694,38,93.75,48,56.25,67.63202553748772,8.125915794889384,0,5
00-0036754,Brock Wright,TE,DET,1.1409438775510203,0.0,0.9917091836734693,1.1409438775510203,0.5331632653061225,0.3112244897959184,0.0,0.27277808831749584,9.079081632653061,0.0,0.040376485393766495,19.0,0.0,3.0,13,18,Active,CIN,56.78191489361702,55.85106382978723,75.0,99.10714285714286,38,93.75,88,100.0,67.43712006079028,8.070785388623536,1,5
00-0032211,Tyler Lockett,WR,LV,2.923121055651176,0.0,1.6569133677567416,2.923121055651176,0.16408491107286288,0.0,0.0,0.0,14.379231210556513,0.0,0.10604193487723816,86.0,0.0,2.0,21,18,Active,IND,73.6764705882353,72.45989304812835,58.82352941176471,64.79591836734694,35,71.875,37,12.5,67.1326939866856,7.984676299091069,0,5
00-0036360,Clyde Edwards-Helaire,RB,KC,1.857142857142857,7.142857142857143,1.2857142857142856,9.0,0.0,0.0,0.0,0.0,12.857142857142858,24.28571428571429,0.05192846369316958,5.0,13.0,0.0,2,18,Active,JAX,76.36261261261261,77.7027027027027,21.17117117117117,64.79591836734694,20,53.125,60,75.0,67.01919010847581,7.952570916397445,0,5
00-0039338,Brock Bowers,TE,LV,7.509466437177281,0.1715433161216294,5.309236947791166,7.68100975329891,1.2005163511187609,0.12679288582903042,0.0,0.016507319988049,61.27481353987378,0.17154331612162943,0.23914939792128442,180.0,5.0,5.0,21,18,Questionable,IND,98.77659574468083,98.40425531914893,93.61702127659575,68.49489795918367,35,71.875,37,12.5,67.01136425314806,7.950357317319023,0,5
00-0040669,Isaac TeSlaa,WR,DET,1.4761904761904763,0.0,0.5238095238095238,1.4761904761904763,0.19047619047619047,0.19047619047619047,0.0,0.12903225806451613,12.142857142857142,0.0,0.05354732986311934,4.0,0.0,1.0,3,3,Active,CIN,59.11764705882353,58.55614973262032,60.82887700534759,95.91836734693877,38,93.75,88,100.0,66.7969278620539,7.889702452409534,1,5
00-0037741,Jahan Dotson,WR,PHI,2.386689615605279,0.0,1.5283993115318417,2.386689615605279,0.3098106712564544,0.07458405048766495,0.0,0.031249999999999993,20.995410212277683,0.0,0.09087196558410526,45.0,1.0,1.0,20,22,Active,DEN,69.07754010695187,67.11229946524064,65.37433155080214,74.10714285714286,26,9.375,81,90.625,66.40932964094729,7.7800675270108055,0,5
00-0036510,Kenny Yeboah,TE,DET,1.2448979591836733,0.0,0.7142857142857143,1.2448979591836733,0.12244897959183675,0.12244897959183675,0.0,0.09836065573770494,6.816326530612245,0.0,0.03726452298845661,8.0,0.0,1.0,7,18,Active,CIN,58.08510638297872,59.57446808510638,53.72340425531915,93.23979591836735,38,93.75,88,100.0,66.11585432045159,7.697055936356307,0,5
00-0039623,Mason Tipton,WR,NO,2.9722222222222223,0.0,1.5198412698412698,2.9722222222222223,0.0873015873015873,0.0,0.0,0.0,11.023809523809524,0.0,0.0900432533285045,26.0,0.0,0.0,9,16,Active,NYG,72.71390374331551,72.99465240641712,56.951871657754005,64.79591836734694,28,25.0,43,28.125,65.96825548401179,7.655306551191908,0,5
00-0039355,Luke McCaffrey,WR,WAS,1.5502008032128516,0.0,1.176706827309237,1.5502008032128516,0.48192771084337355,0.3327596098680436,0.0,0.21465581051073276,16.802065404475044,0.0,0.06340296637738982,32.0,0.0,2.0,19,21,Active,LAC,61.042780748663105,59.35828877005348,71.65775401069519,98.72448979591837,28,25.0,74,87.5,65.94915693550148,7.649904390327561,0,5
00-0036849,Tutu Atwell,WR,LA,1.970166379804934,0.044750430292598974,1.1376936316695352,2.014916810097533,0.07458405048766495,0.17211703958691912,0.0,0.08542141230068338,25.191623637406774,0.0,0.06060222330786773,68.0,2.0,1.0,20,20,Active,SF,64.31818181818183,64.97326203208557,56.417112299465245,90.81632653061224,30,34.375,52,65.625,65.93713849176035,7.646504887669357,0,5
00-0037557,Ronnie Rivers,RB,LA,1.0204081632653061,4.081632653061225,0.8367346938775511,5.1020408163265305,0.7857142857142857,0.0,0.0,0.0,6.244897959183674,16.57142857142857,0.026738473167044596,6.0,25.0,0.0,7,19,Active,SF,64.05405405405406,65.31531531531532,61.711711711711715,64.79591836734694,26,87.5,52,65.625,65.6430639823497,7.563323812150345,0,5
00-0036630,Tylan Wallace,WR,BAL,1.302925989672978,0.0,0.8284566838783708,1.302925989672978,0.43488238668961565,0.14916810097532993,0.0,0.11448701012769705,11.083763625932303,0.0,0.0496984788419701,20.0,0.0,2.0,18,20,Active,HOU,57.45989304812834,56.14973262032086,70.32085561497327,94.51530612244898,36,81.25,84,93.75,65.62923578522319,7.559412407820274,0,5
00-0033045,Ezekiel Elliott,RB,DAL,0.561904761904762,3.961904761904762,0.561904761904762,4.523809523809524,1.442857142857143,0.0,0.19999999999999998,0.04421052631578947,3.2285714285714295,11.180952380952382,0.01467211121589002,15.0,74.0,3.0,15,17,Active,NYJ,58.063063063063055,62.16216216216216,73.87387387387388,80.2295918367347,26,87.5,41,21.875,65.55259468652326,7.537733925616581,0,5
00-0034054,River Cracraft,WR,WAS,2.142857142857143,0.0,1.7428571428571429,2.142857142857143,0.42857142857142855,0.0,0.0,0.0,16.885714285714286,0.0,0.06439122124605995,9.0,0.0,0.0,5,18,Active,LAC,65.30748663101603,65.77540106951871,70.05347593582889,64.79591836734694,28,25.0,74,87.5,65.48496671395831,7.5186048705196376,0,5
