player_id,player,position,team,targets_pg,carries_pg,receptions_pg,opportunities_pg,redzone_opportunity_pg,receiving_tds_pg,rushing_tds_pg,td_rate,receiving_yards_pg,rushing_yards_pg,target_share,season_targets,season_carries,season_tds,games,last_week,injury_status,opponent,role_score,opportunity_score,red_zone_score,efficiency_score,opponent_td_allowed,matchup_score,team_td_environment,team_environment_score,td_score,td_estimate,actual_td,week
00-0039893,Brian Thomas Jr.,WR,JAX,9.431972789115648,0.46938775510204084,5.412925170068028,9.901360544217688,1.6017006802721092,0.49523809523809537,0.20408163265306123,0.07062864994847132,71.04761904761905,5.0646258503401365,0.306958345765859,140.0,7.0,11.0,18,18,Active,CIN,98.42042755344417,98.33729216152018,96.67458432304038,89.65129358830146,31,87.5,34,21.875,93.48334987669296,29.8,0,2
00-0030279,Keenan Allen,WR,LAC,8.929931972789115,0.0,5.726530612244899,8.929931972789115,1.2785714285714287,0.6374149659863946,0.0,0.07137959929915443,62.207482993197274,0.0,0.2758656738277001,131.0,0.0,8.0,16,18,Active,LV,96.84085510688837,96.67458432304038,93.11163895486936,90.10123734533182,30,78.125,44,65.625,93.33727011855109,29.8,1,2
00-0036410,Tee Higgins,WR,CIN,7.785034013605442,0.0,5.538095238095238,7.785034013605442,2.3170068027210884,0.7605442176870749,0.0,0.09769311429570082,70.2312925170068,0.0,0.22960365593192583,113.0,0.0,10.0,13,18,Active,JAX,92.76722090261282,93.34916864608076,98.57482185273159,94.60067491563554,30,78.125,56,81.25,93.15052241836754,29.8,1,2
00-0039075,Puka Nacua,WR,LA,11.044217687074832,0.964625850340136,8.054421768707483,12.008843537414968,1.7377551020408164,0.2034013605442177,0.07959183673469389,0.02356539964878491,101.93945578231292,3.750340136054422,0.38882388201498913,140.0,13.0,4.0,14,20,Active,TEN,100.0,100.0,96.91211401425178,72.89088863892013,28,62.5,43,62.5,93.04351148505488,29.8,1,2
00-0030506,Travis Kelce,TE,KC,6.847619047619048,0.0,4.520408163265306,6.847619047619048,1.8714285714285712,0.40748299319727893,0.0,0.059507252135903035,52.67755102040817,0.0,0.19994621813923116,155.0,1.0,5.0,20,22,Active,PHI,96.20454545454544,96.36363636363636,96.36363636363636,86.95163104611923,28,62.5,52,75.0,92.93098476326823,29.8,0,2
00-0030061,Zach Ertz,TE,WAS,6.202721088435374,0.0,4.503401360544218,6.202721088435374,1.9642857142857142,0.7081632653061225,0.0,0.11416977407326169,41.39659863945578,0.0,0.17817378755318822,121.0,0.0,9.0,21,21,Active,GB,94.06818181818181,94.54545454545455,97.72727272727273,96.8503937007874,26,37.5,66,87.5,92.726914817466,29.8,1,2
00-0037840,Kyren Williams,RB,LA,1.8231292517006805,19.202721088435375,1.4952380952380953,21.025850340136056,4.9071428571428575,0.11496598639455785,0.6993197278911565,0.038727837453086576,6.493197278911565,85.9952380952381,0.06514533288128768,47.0,369.0,18.0,19,20,Active,TEN,91.37651821862349,96.76113360323887,96.35627530364373,79.41507311586051,22,84.375,43,62.5,92.58357488967727,29.8,0,2
00-0037238,Drake London,WR,ATL,11.489115646258504,0.07959183673469389,6.470068027210884,11.568707482993199,2.0714285714285716,0.3979591836734694,0.0,0.03439962366223685,82.7687074829932,-0.23877551020408166,0.32737553777791384,173.0,1.0,9.0,18,18,Active,MIN,99.5961995249406,99.7624703087886,98.09976247030879,77.39032620922384,27,43.75,41,50.0,92.39031485375492,29.8,0,2
00-0035099,Khari Blasingame,FB,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,19,Active,DET,100.0,100.0,100.0,67.60404949381328,22,84.375,35,28.125,92.28852643419573,29.8,0,2
00-0038542,Bijan Robinson,RB,ATL,4.585714285714286,19.455102040816328,3.62108843537415,24.040816326530614,6.733333333333333,0.20408163265306123,0.9816326530612245,0.04932088285229202,33.894557823129254,88.90272108843538,0.13676586965921755,79.0,316.0,16.0,18,18,Active,MIN,98.62348178137651,99.19028340080972,99.19028340080972,83.68953880764904,13,25.0,41,50.0,92.23996393163405,29.8,0,2
00-0036555,Chuba Hubbard,RB,CAR,3.8857142857142857,17.972108843537416,2.663945578231293,21.857823129251702,5.401700680272108,0.20408163265306123,0.7163265306122449,0.0421088668264293,14.06530612244898,76.70340136054422,0.13379910482711604,59.0,266.0,12.0,16,16,Active,ARI,97.69230769230768,97.97570850202429,97.16599190283401,80.87739032620922,19,59.375,41,50.0,92.17651013511974,29.8,1,2
00-0034348,Courtland Sutton,WR,DEN,8.487074829931974,0.0,5.495918367346939,8.487074829931974,1.2653061224489799,0.7081632653061225,0.0,0.08344020519397242,70.05578231292517,0.0,0.2702667533876333,153.0,0.0,9.0,18,19,Active,IND,95.58194774346794,95.24940617577197,92.63657957244655,92.57592800899887,28,62.5,45,68.75,92.16610579556414,29.8,0,2
00-0039065,Sam LaPorta,TE,DET,7.593877551020409,0.0,5.372108843537415,7.593877551020409,1.9734693877551022,0.5217687074829932,0.0,0.06870912837050971,59.871428571428574,0.0,0.21123200064040068,99.0,0.0,8.0,18,20,Active,CHI,96.6590909090909,96.81818181818181,98.18181818181819,88.86389201349832,19,3.125,73,93.75,92.1045786890275,29.8,0,2
00-0037740,Garrett Wilson,WR,NYJ,7.850340136054422,0.1238095238095238,5.744217687074831,7.974149659863945,1.3452380952380953,0.5224489795918368,0.0,0.06551782972189046,66.4,0.0,0.26432660250034307,163.0,2.0,8.0,18,18,Active,BUF,94.47743467933492,94.06175771971496,93.82422802850357,88.07649043869516,34,93.75,43,62.5,91.97547819883559,29.8,0,2
00-0033885,David Njoku,TE,CLE,9.334013605442179,0.0,5.891836734693879,9.334013605442179,2.0472789115646264,0.45986394557823135,0.0,0.04926754609722323,47.08163265306123,0.0,0.23523417579207015,103.0,0.0,5.0,12,16,Active,BAL,97.88636363636364,97.72727272727273,98.63636363636363,83.57705286839146,31,87.5,29,6.25,91.94683505470908,29.8,0,2
00-0033357,Taysom Hill,TE,NO,4.540816326530612,4.989795918367347,3.418367346938775,9.53061224489796,1.941326530612245,0.0,0.8265306122448979,0.08672376873661669,28.158163265306115,37.765306122448976,0.15694014447884416,31.0,39.0,6.0,8,13,Active,SF,95.15909090909092,98.18181818181819,96.81818181818181,93.25084364454443,25,28.125,37,31.25,91.87033694651805,29.8,0,2
00-0038544,Quentin Johnston,WR,LAC,7.548299319727891,0.0,4.425170068027211,7.548299319727891,1.390136054421769,0.629251700680272,0.0,0.08336337418889689,55.546938775510206,0.0,0.22812918253334075,103.0,3.0,10.0,17,19,Active,LV,92.52969121140143,93.11163895486936,95.01187648456056,92.46344206974129,30,78.125,44,65.625,91.59447549756993,29.8,1,2
00-0033280,Christian McCaffrey,RB,SF,6.50857142857143,15.636190476190476,5.508571428571428,22.144761904761907,6.828095238095239,0.0,0.0,0.0,47.58190476190477,57.436190476190475,0.22056622649059626,29.0,72.0,0.0,5,13,Active,NO,98.94736842105263,98.38056680161942,99.59514170040485,67.60404949381328,20,68.75,42,53.125,91.55421469330504,29.8,1,2
00-0035719,Deebo Samuel Sr.,WR,WAS,6.23265306122449,2.3176870748299323,4.108163265306123,8.550340136054423,1.4731292517006804,0.23877551020408166,0.20408163265306123,0.051794096586840636,43.81020408163265,11.907482993197279,0.2186883426016356,91.0,43.0,5.0,16,17,Active,GB,93.74109263657957,95.48693586698337,95.72446555819477,84.4769403824522,26,37.5,66,87.5,91.44993574140526,29.8,1,2
00-0036223,Jonathan Taylor,RB,IND,2.257142857142857,23.55374149659864,1.5054421768707482,25.810884353741496,6.7,0.08843537414965985,0.6721088435374151,0.02946602709398556,9.445578231292517,109.23061224489797,0.07093347846690563,34.0,321.0,12.0,15,18,Active,DEN,93.92712550607285,99.59514170040485,98.78542510121457,75.59055118110236,11,12.5,43,62.5,91.3935732729765,29.8,1,2
00-0039337,Malik Nabers,WR,NYG,10.965306122448979,0.1414965986394558,6.512244897959184,11.106802721088435,2.377551020408163,0.4510204081632654,0.0,0.04060758253200221,80.49795918367349,0.19455782312925174,0.34849901019589546,182.0,5.0,7.0,16,18,Active,DAL,99.29928741092635,99.04988123515439,99.04988123515439,80.31496062992126,28,62.5,28,3.125,91.31535105766173,29.8,1,2
00-0036963,Amon-Ra St. Brown,WR,DET,8.68843537414966,0.1326530612244898,6.874149659863947,8.82108843537415,2.716666666666667,0.3979591836734694,0.0,0.045114521477596974,86.2108843537415,0.5836734693877551,0.23494844826596586,157.0,2.0,12.0,19,20,Active,CHI,94.95249406175772,96.19952494061758,99.5249406175772,82.33970753655792,19,3.125,73,93.75,91.04234487761477,29.8,1,2
00-0040128,Tyler Warren,TE,IND,9.0,1.0,7.0,10.0,2.5,0.0,0.0,0.0,76.0,3.0,0.3103448275862069,9.0,1.0,0.0,1,1,Active,DEN,99.55681818181819,99.31818181818181,100.0,67.60404949381328,24,25.0,43,62.5,90.84534461601392,29.8,0,2
00-0035662,Marquise Brown,WR,KC,8.824675324675324,0.0,4.96038961038961,8.824675324675324,1.975974025974026,0.0,0.0,0.0,49.38896103896104,0.0,0.25154680631734544,44.0,0.0,0.0,6,22,Active,PHI,95.68883610451306,96.43705463182897,97.38717339667458,67.60404949381328,28,62.5,52,75.0,90.606816220419,29.8,0,2
00-0037248,James Cook,RB,BUF,2.2231292517006804,13.937414965986395,2.2231292517006804,16.160544217687075,5.380272108843538,0.07959183673469389,1.017687074829932,0.0678986361340293,24.92517006802721,69.65510204081633,0.06842948704370692,49.0,273.0,22.0,20,21,Active,NYJ,87.06477732793522,89.47368421052632,96.76113360323887,88.30146231721034,22,84.375,77,100.0,90.5586435425329,29.8,1,2
00-0035659,Terry McLaurin,WR,WAS,7.219047619047619,0.0,4.502721088435374,7.219047619047619,1.445918367346939,0.8401360544217688,0.0,0.11637768563889936,57.61632653061225,0.0,0.22209589810253338,144.0,2.0,16.0,21,21,Active,GB,91.28266033254157,91.44893111638956,95.24940617577197,97.07536557930258,26,37.5,66,87.5,90.39651961557063,29.8,0,2
00-0040663,Harold Fannin Jr.,TE,CLE,9.0,1.0,7.0,10.0,1.0,0.0,0.0,0.0,63.0,3.0,0.21428571428571427,9.0,1.0,0.0,1,1,Active,BAL,98.44318181818181,99.31818181818181,92.27272727272727,67.60404949381328,31,87.5,29,6.25,90.01352643419574,29.8,0,2
00-0039849,Marvin Harrison Jr.,WR,ARI,7.2115646258503405,0.0,4.327891156462585,7.2115646258503405,1.3717687074829932,0.46938775510204084,0.0,0.06508819922648806,58.15918367346939,0.0,0.2192643519243967,122.0,0.0,9.0,18,18,Active,CAR,91.04513064133018,91.21140142517815,94.53681710213777,87.96400449943758,36,96.875,41,50.0,89.83288590559198,29.8,0,2
00-0036407,Jerry Jeudy,WR,CLE,10.246258503401362,0.0,6.751020408163265,10.246258503401362,1.1231292517006803,0.22993197278911562,0.0,0.022440578940379756,87.74625850340138,0.0,0.2646369443237298,153.0,0.0,4.0,18,18,Active,BAL,97.49406175771972,98.57482185273159,90.02375296912113,72.32845894263217,31,87.5,29,6.25,89.82965928249467,29.8,0,2
00-0034753,Mark Andrews,TE,BAL,4.112925170068027,0.8047619047619048,3.025170068027211,4.9176870748299315,1.2469387755102042,0.5040816326530613,0.0,0.10250380412228526,37.83605442176871,1.3,0.16774610983144767,80.0,8.0,11.0,20,20,Active,CLE,90.47727272727273,90.0,94.54545454545455,95.50056242969629,27,43.75,74,96.875,89.77643675222416,29.8,0,2
00-0039915,Ladd McConkey,WR,LAC,8.796598639455782,0.0,6.406802721088437,8.796598639455782,0.5792517006802722,0.4244897959183674,0.0,0.048256128683009825,99.54013605442178,0.0,0.2741639577909086,135.0,0.0,8.0,18,19,Active,LV,96.21140142517814,95.96199524940617,76.60332541567696,83.23959505061868,30,78.125,44,65.625,89.67090982688921,29.8,0,2
00-0034960,Jakobi Meyers,WR,JAX,9.495918367346938,0.061904761904761914,6.496598639455783,9.5578231292517,0.9904761904761904,0.23877551020408166,0.0,0.024982206405693954,81.63877551020408,1.2380952380952381,0.2697625915551564,139.0,2.0,4.0,16,18,Active,CIN,97.19714964370547,97.8622327790974,86.22327790973871,73.67829021372329,31,87.5,34,21.875,89.63488794156075,29.8,0,2
00-0033553,James Conner,RB,ARI,4.017687074829932,13.202721088435375,3.7523809523809524,17.220408163265308,4.490816326530613,0.3013605442176871,0.45102040816326533,0.043691238050090855,24.897959183673475,60.75510204081633,0.12888558695662425,59.0,248.0,10.0,17,17,Active,CAR,93.17813765182187,91.90283400809717,94.73684210526315,81.3273340832396,25,93.75,41,50.0,89.32255343082115,29.8,1,2
00-0038129,Cade Otton,TE,TB,5.1401360544217685,0.0,3.219047619047619,5.1401360544217685,0.9374149659863946,0.19455782312925174,0.0,0.037850714663843314,37.30204081632653,0.0,0.16458073834461737,92.0,1.0,4.0,16,19,Active,HOU,90.75,90.9090909090909,90.45454545454545,78.62767154105737,34,93.75,62,84.375,89.10114275488291,29.8,0,2
00-0034829,Mike Gesicki,TE,CIN,5.511564625850341,0.0,4.024489795918368,5.511564625850341,1.24421768707483,0.10612244897959185,0.0,0.01925450506047889,39.75238095238095,0.0,0.1393107171837344,86.0,0.0,2.0,17,18,Active,JAX,91.13636363636363,92.72727272727272,94.0909090909091,71.20359955005624,30,78.125,56,81.25,89.07692248696185,29.8,0,2
00-0039361,Bucky Irving,RB,TB,3.3544217687074833,15.671428571428573,3.0095238095238095,19.025850340136056,4.229251700680273,0.32789115646258504,0.39795918367346944,0.03815074370709382,20.18639455782313,76.58367346938775,0.11412964689939184,58.0,238.0,10.0,19,19,Active,HOU,93.62348178137651,94.33198380566802,93.92712550607287,78.74015748031496,13,25.0,62,84.375,89.07680751697536,29.8,0,2
00-0035644,Noah Fant,TE,CIN,5.17687074829932,0.0,3.787755102040817,5.17687074829932,0.7350340136054422,0.32789115646258504,0.0,0.06333771353482259,37.39931972789116,0.0,0.18426757581557238,69.0,0.0,2.0,15,18,Active,JAX,92.63636363636365,91.36363636363637,84.54545454545455,87.85151856017997,30,78.125,56,81.25,89.01842468555068,29.8,0,2
00-0036358,CeeDee Lamb,WR,DAL,10.833333333333334,0.4687074829931973,7.291836734693876,11.302040816326532,1.215986394557823,0.3272108843537415,0.0,0.02895148669796557,87.91768707482994,2.3700680272108845,0.31906555279293697,165.0,14.0,6.0,16,16,Active,NYG,99.2042755344418,99.2874109263658,91.92399049881234,75.14060742407199,24,25.0,31,15.625,88.79945473710086,29.8,0,2
00-0039855,Jalen McMillan,WR,TB,5.419047619047619,0.380952380952381,3.7333333333333334,5.800000000000001,1.1095238095238096,0.7904761904761906,0.0,0.13628899835796388,48.20000000000001,3.6761904761904765,0.17830118221884242,62.0,4.0,8.0,14,19,Active,HOU,86.61520190023754,86.69833729216153,89.31116389548693,97.63779527559055,34,93.75,62,84.375,88.67539557109994,29.8,0,2
00-0033881,Evan Engram,TE,DEN,6.582312925170068,0.0,4.812925170068027,6.582312925170068,0.7959183673469389,0.07959183673469389,0.0,0.012091773460107485,35.84829931972789,0.0,0.22433829563797336,68.0,0.0,1.0,10,14,Active,IND,96.25,95.45454545454545,87.27272727272727,69.17885264341957,28,62.5,45,68.75,88.50688720728091,29.8,0,2
00-0033906,Alvin Kamara,RB,NO,5.5108843537414955,14.457823129251704,4.272789115646258,19.9687074829932,2.623809523809524,0.1238095238095238,0.2571428571428571,0.019077468147441573,32.11904761904762,58.81360544217687,0.1760810568153091,91.0,239.0,9.0,15,15,Active,SF,96.82186234817814,95.54655870445345,86.63967611336032,71.09111361079866,25,93.75,37,31.25,88.47666258316902,29.8,0,2
00-0034827,DJ Moore,WR,CHI,8.245578231292518,1.5496598639455783,6.192517006802722,9.795238095238096,1.3265306122448979,0.27414965986394557,0.0,0.027988054726022636,67.0891156462585,7.106802721088435,0.2723724153013645,145.0,17.0,6.0,18,18,Active,DET,97.51781472684085,98.09976247030879,93.34916864608076,74.46569178852643,22,15.625,35,28.125,88.26426914866046,29.8,0,2
00-0038543,Jaxon Smith-Njigba,WR,SEA,9.029251700680271,0.45986394557823135,6.6741496598639465,9.489115646258503,0.8136054421768708,0.3714285714285715,0.0,0.039142590866728805,83.20476190476191,2.2727891156462583,0.32901985270665784,150.0,5.0,6.0,18,18,Active,PIT,98.28978622327791,97.62470308788599,81.71021377672209,79.7525309336333,26,37.5,39,37.5,88.26331595723933,29.8,0,2
00-0036924,Michael Carter,RB,ARI,3.5238095238095237,13.380952380952381,3.5238095238095237,16.904761904761905,4.5,0.0,0.47619047619047616,0.02816901408450704,17.0,47.238095238095234,0.10717934683451925,11.0,35.0,1.0,3,18,Active,CAR,90.95141700404858,91.09311740890689,95.34412955465586,74.57817772778402,25,93.75,41,50.0,88.00386755805323,29.8,0,2
00-0037545,Rashid Shaheed,WR,SEA,7.7312588401697315,0.6987270155586988,4.069306930693069,8.42998585572843,1.275813295615276,0.3125884016973126,0.0,0.03708053691275168,48.684582743988685,3.328147100424328,0.23710581975203715,50.0,6.0,3.0,7,6,Active,PIT,94.34679334916865,95.01187648456056,92.87410926365796,78.29021372328458,26,37.5,39,37.5,87.93782279590349,29.740883827489775,1,2
00-0038996,Tucker Kraft,TE,GB,4.194557823129252,0.5489795918367346,2.955102040816327,4.743537414965987,0.8982993197278911,0.345578231292517,0.0,0.07285243080453176,35.77414965986395,2.0448979591836736,0.16762909155913983,79.0,6.0,8.0,19,19,Active,WAS,89.72727272727273,89.0909090909091,89.54545454545455,90.21372328458943,29,65.625,55,78.125,87.92323857245118,29.727017596576665,1,2
00-0033040,Tyreek Hill,WR,MIA,7.1408163265306115,0.1945578231292517,4.919727891156462,7.335374149659863,1.3486394557823131,0.3891156462585035,0.0,0.05304646202355561,54.08775510204083,1.1142857142857143,0.20950159995863693,129.0,8.0,6.0,18,18,Active,NE,91.31828978622327,92.39904988123516,94.06175771971496,85.03937007874016,28,62.5,35,28.125,87.90814661379918,29.712668626658292,0,2
00-0035229,T.J. Hockenson,TE,MIN,5.636054421768708,0.0,3.6986394557823132,5.636054421768708,0.5615646258503402,0.1238095238095238,0.0,0.02196741098370549,39.77074829931973,0.0,0.17773332573273956,71.0,0.0,1.0,12,19,Active,ATL,93.02272727272727,93.18181818181817,78.86363636363637,71.8785151856018,37,100.0,48,71.875,87.82829788321914,29.636750910506812,0,2
00-0033897,Joe Mixon,RB,HOU,3.4095238095238094,15.704761904761904,2.323809523809524,19.114285714285714,4.604761904761905,0.0,0.6190476190476191,0.032386646736422525,18.904761904761905,60.914285714285725,0.11319570543072846,57.0,288.0,14.0,16,20,Active,TB,93.46153846153845,94.73684210526315,95.95141700404858,76.37795275590551,14,34.375,38,34.375,87.69127960725557,29.5064781496676,0,2
00-0033110,Tyler Higbee,TE,LA,4.102597402597403,0.0,3.0811688311688314,4.102597402597403,1.9626623376623378,0.4051948051948052,0.0,0.09876543209876543,27.46038961038961,0.0,0.11733204765159652,27.0,0.0,3.0,6,20,Active,TEN,87.11363636363636,87.27272727272727,97.27272727272728,94.93813273340832,28,62.5,43,62.5,87.68741180079763,29.50280075829683,0,2
00-0037240,Jameson Williams,WR,DET,6.291156462585035,0.8938775510204081,4.185714285714286,7.185034013605443,1.114965986394558,0.3448979591836735,0.22993197278911562,0.08000378716152243,55.19931972789116,10.260544217687075,0.17878264979369557,100.0,13.0,9.0,17,20,Active,CHI,89.47743467933492,90.97387173396675,89.54869358669833,91.45106861642294,19,3.125,73,93.75,87.43347264935113,29.261363226613845,1,2
00-0035676,A.J. Brown,WR,PHI,5.7578231292517,0.0,3.55578231292517,5.7578231292517,1.0744897959183675,0.47755102040816333,0.0,0.08293950850661627,45.30204081632653,0.0,0.257981991481008,121.0,0.0,9.0,18,22,Active,KC,89.06175771971496,85.98574821852732,88.12351543942994,92.1259842519685,31,87.5,72,90.625,87.32940645631886,29.162420292315474,0,2
00-0036554,Nico Collins,WR,HOU,7.113605442176871,0.0,4.883673469387755,7.113605442176871,1.075170068027211,0.4421768707482994,0.0,0.06215931911638139,62.56734693877552,0.0,0.2355011761588457,120.0,0.0,8.0,15,20,Active,TB,91.48456057007127,90.73634204275535,88.36104513064133,87.5140607424072,30,78.125,38,34.375,87.2259965425937,29.064101328189093,1,2
00-0035685,David Montgomery,RB,DET,2.982993197278912,11.495238095238095,2.912244897959184,14.478231292517007,4.3612244897959185,0.0,0.4775510204081632,0.032984071794389884,22.404081632653064,40.77687074829933,0.08654893743381091,42.0,203.0,12.0,16,20,Active,CHI,87.85425101214574,87.85425101214574,94.33198380566802,76.6029246344207,21,75.0,73,93.75,87.02012109316294,28.868361285499535,1,2
00-0033288,George Kittle,TE,SF,5.47687074829932,0.0,4.760544217687075,5.47687074829932,1.1860544217687075,0.38979591836734695,0.0,0.07117128307042603,68.53673469387755,0.0,0.17441940813911538,98.0,0.0,9.0,16,18,Active,NO,91.97727272727272,91.81818181818183,93.63636363636364,89.87626546681665,21,9.375,42,53.125,86.97482360159526,28.825293824285957,0,2
00-0036158,J.K. Dobbins,RB,DEN,2.5306122448979593,14.001360544217688,2.026530612244898,16.53197278911565,3.774149659863946,0.0,0.6904761904761906,0.041766109785202864,9.129931972789118,55.87210884353741,0.08105278449666205,41.0,220.0,10.0,15,19,Active,IND,88.7246963562753,90.2834008097166,93.11740890688259,80.76490438695163,18,50.0,45,68.75,86.97008534358307,28.820788834360513,1,2
00-0039064,Zay Flowers,WR,BAL,6.559183673469389,0.726530612244898,4.214285714285714,7.2857142857142865,0.5571428571428572,0.380952380952381,0.0,0.05228758169934641,73.08299319727891,2.8,0.2962005708616601,125.0,11.0,5.0,18,18,Active,CLE,93.93111638954869,91.68646080760095,75.77197149643705,84.70191226096738,27,43.75,74,96.875,86.84052412836756,28.697606017432545,0,2
00-0036894,Pat Freiermuth,TE,PIT,5.131292517006804,0.0,4.220408163265306,5.131292517006804,0.7605442176870748,0.3537414965986395,0.0,0.06893808829378231,40.23945578231293,0.0,0.18144228112701022,85.0,0.0,7.0,19,19,Active,SEA,91.88636363636363,90.45454545454545,85.45454545454545,88.9763779527559,28,62.5,41,50.0,86.82602004294918,28.6838159792963,0,2
00-0039067,Rashee Rice,WR,KC,6.571428571428571,0.28571428571428575,5.500000000000001,6.857142857142857,0.7142857142857143,0.5000000000000001,0.0,0.07291666666666669,62.214285714285715,0.28571428571428575,0.21463077984817117,29.0,1.0,2.0,4,4,Active,PHI,90.02375296912113,90.02375296912113,78.97862232779097,90.32620922384702,28,62.5,52,75.0,86.8148537549196,28.673199416215862,0,2
00-0038120,Breece Hall,RB,NYJ,3.7170068027210887,13.693877551020408,2.6367346938775515,17.410884353741498,2.6370748299319726,0.2034013605442177,0.17687074829931976,0.02184105649761663,23.381632653061224,66.52312925170068,0.12659725346535192,80.0,228.0,8.0,17,18,Active,BUF,93.0161943319838,92.3076923076923,87.04453441295547,71.7660292463442,20,68.75,43,62.5,86.76581861983851,28.626578318554156,0,2
